,Año,Mes,Sede,Producto,Peso.Kg.,Tipo.de.Envase,Pais.Origen
4265,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LINAZA, grano",24040,SACO(S),CANADA
4266,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,8,FRASCO(S),EEUU
4267,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,36,BOLSAS,EEUU
4268,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TE VERDE,12.6,CAJA(S),EEUU
4269,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",96300,SACO(S),BOLIVIA
4270,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",757.499,UNIDADES,EEUU
4271,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,274800,PAQUETES,ESTONIA
4272,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"UVA (PASAS), secas naturalmente",24500,CAJA(S),ARGENTINA
4273,2026,2,"SANTA ROSA, TACNA","MANZANA, fruta fresca",18480,CAJA(S),ARGENTINA
4274,2026,2,"SANTA ROSA, TACNA","PERA, fruta fresca",5040,CAJA(S),ARGENTINA
4275,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",132842,PAQUETES,CHILE
4276,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GARBANZO, grano",24000,SACO(S),MEXICO
4277,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, postes de madera con algun proceso de la CRF 2",98000,UNIDADES,CHILE
4278,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Cosechadoras-trilladoras usadas
",7621.77,UNIDADES,EEUU
4279,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Las demas partes de maquinas, aparatos y artefactos de cosecha o trillar, maquinarias para limpieza, usadas
",4111.13,UNIDADES,EEUU
4280,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALFALFA, semilla",22500,BOLSAS,EEUU
4281,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
4282,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
4283,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TRIGO, grano",26247850,GRANEL,ARGENTINA
4284,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",130000,SACO(S),BRASIL
4285,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LILIUM (=AZUCENA), bulbo",19950,JABAS,HOLANDA
4286,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",130000,SACO(S),BRASIL
4287,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",29000,GRANEL,BOLIVIA
4288,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALMENDRA, harina, polvo",20000,CAJA(S),ESPAÑA
4289,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",81872,PAQUETES,CHILE
4290,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",19578,CAJA(S),CHILE
4291,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PALMA ACEITERA, semilla germinada",107.9,CAJA(S),COLOMBIA
4292,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4293,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4294,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4295,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PALMA ACEITERA, semilla germinada",206,CAJA(S),INDONESIA
4296,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",80640,PALETAS,INDONESIA
4297,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",20160,PALETAS,INDONESIA
4298,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, técnicamente especificado (TSNR)",20160,PALETAS,INDONESIA
4299,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.62,SACHETS,HOLANDA
4300,2026,2,"SANTA ROSA, TACNA","MADERA, paletas con algún proceso de la CRF 2",12096,PIEZAS,CHILE
4301,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),116000,SACO(S),BOLIVIA
4302,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",985.443,CAJAS DE CARTON,CHINA
4303,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",52164,SACO(S),CANADA
4304,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
4305,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARVEJA, grano entero",100730,SACO(S),CANADA
4306,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",250000,SACO(S),COLOMBIA
4307,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),COLOMBIA
4308,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AZUCAR CRUDA, sólido",250000,SACO(S),COLOMBIA
4309,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"OREGANO, seco al natural",25000,BOLSAS,EGYPTO
4310,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GARBANZO, grano",24000,SACO(S),MEXICO
4311,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",43200,BOLSAS,COLOMBIA
4312,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LAUREL, hoja seca al natural",2800,SACO(S),ESPAÑA
4313,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ANIS O BADIANA, grano",5000,SACO(S),ESPAÑA
4314,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ALHUCEMA, flores secas al natural",500,SACO(S),ESPAÑA
4315,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",14000,SACO(S),SRI LANKA
4316,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4317,2026,2,"PUERTO DE PAITA , PIURA","MAIZ AMARILLO DURO, grano",9200000,GRANEL,ARGENTINA
4318,2026,2,"PUERTO DE PAITA , PIURA","SOYA, torta",4170000,GRANEL,ARGENTINA
4319,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ACHIOTE, follaje seco al natural",0.2,BOLSAS,CANADA
4320,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Cortadora de cesped autopropulsada, con motor, en las que el dispositivo de corte gire en un plano horizontal, usada
",1001,CAJA(S),EEUU
4321,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, fruto fresco",33600,CAJA(S),CHILE
4322,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",39102,CAJA(S),CHILE
4323,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",4400,CAJA(S),ECUADOR
4324,2026,2,PUESTO DE CONTROL- CEBAF,"CLAVEL, flores frescas cortadas",1400,CAJA(S),ECUADOR
4325,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPA, fécula",210000,BOLSAS,DINAMARCA
4326,2026,2,"PUERTO DE PAITA , PIURA","PAPA, fécula",119975,SACO(S),ALEMANIA
4327,2026,2,PUESTO DE CONTROL- CEBAF,"ROSA, flores frescas cortadas",2995,CAJA(S),ECUADOR
4328,2026,2,PUESTO DE CONTROL- CEBAF,"CLAVEL, flores frescas cortadas",200,CAJA(S),ECUADOR
4329,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),87000,SACO(S),BOLIVIA
4330,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LINAZA, grano",24000,SACO(S),CANADA
4331,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, fruto fresco",8640,CAJA(S),CHILE
4332,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PERA, fruta fresca",4608,CAJA(S),CHILE
4333,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PAPAYA, semilla",2.19,SACHETS,TAIWAN
4334,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GARBANZO, grano",24000,SACO(S),MEXICO
4335,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"YUCA (=MANDIOCA), fécula",50000,BOLSAS,TAILANDIA
4336,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",53388,SACO(S),CANADA
4337,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",225560,PAQUETES,CHILE
4338,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",22168,PAQUETES,CHILE
4339,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",10.25,SACHETS,COREA DEL SUR
4340,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",13500,CAJA(S),SRI LANKA
4341,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CANELA, corteza entera seca al natural",15000,CAJA(S),SRI LANKA
4342,2026,2,"PUERTO DE PAITA , PIURA","ARVEJA, grano partido",49986,SACO(S),CANADA
4343,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TE VERDE, hoja polvo",7.95,BOLSAS,CHINA
4344,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TE VERDE, hoja polvo",6,SACHETS,CHINA
4345,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",10800,CAJA(S),ECUADOR
4346,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"ZAPALLITO ITALIANO (CALABACIN), semilla",0.632,LATAS,EEUU
4347,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,SACO(S),BOLIVIA
4348,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,SACO(S),BOLIVIA
4349,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"AJEDREA (=SATUREJA), semilla",4.98,SACHETS,EEUU
4350,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CAUCHO, hojas ahumadas",26460,PALETAS,VIETNAM
4351,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ REVENTON, grano",130410,SACO(S),EEUU
4352,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",693,UNIDADES,FRANCIA
4353,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARVEJA, grano entero",24812,SACO(S),CANADA
4354,2026,2,PUESTO DE CONTROL- CEBAF,"Las demás coniferas, las demas maderas aserradas o desbastadas longitudinalmente, cortada o desenrollada, incluso cepillada,lijada o unida por lo extremos, de espesor superior a 6 mm, con algun tratamiento de la CRF 2",56470,PIEZAS,ECUADOR
4355,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",29675,SACO(S),BRASIL
4356,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"LENTEJA, grano",49986,SACO(S),CANADA
4357,2026,2,"IÑAPARI, MADRE DE DIOS","NUEZ DEL BRASIL, con cáscara seca al natural",28915,SACO(S),BRASIL
4358,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,275820,FARDOS,ESTONIA
4359,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",339575,PAQUETES,CHILE
4360,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",254102,PAQUETES,CHILE
4361,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,Los demas articulos de cesteria con algun proceso de CRF 2,701.4,UNIDADES,CHINA
4362,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",58000,SACO(S),BOLIVIA
4363,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",19047,SACO(S),EEUU
4364,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),56000,SACO(S),BOLIVIA
4365,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",148.4,PAQUETES,CHILE
4366,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",765,UNIDADES,CHILE
4367,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BARRILES, CUBAS, TINAS y demas manufacturas de toneleria y sus partes de madera, incluidas las duelas con algún proceso de la  CRF2",415.8,UNIDADES,FRANCIA
4368,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"VID, plántula in vitro",7.668,TUBOS,ESPAÑA
4369,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",1.111,SACHETS,HOLANDA
4370,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"CEBOLLA, semilla",512.344,SACHETS,HOLANDA
4371,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"LECHUGA, semilla",7.855,LATAS,HOLANDA
4372,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"BETARRAGA, semilla",289.681,SACHETS,HOLANDA
4373,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",145000,SACO(S),BOLIVIA
4374,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",232000,SACO(S),BOLIVIA
4375,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"MAIZ, almidon",100,BOLSAS,CHINA
4376,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.243,SACHETS,HOLANDA
4377,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
4378,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruto fresco",40542.6,CAJA(S),CHILE
4379,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CIRUELA, fruto fresco",21600,CAJA(S),CHILE
4380,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TE VERDE, triturado",90,BOLSAS,TAIWAN
4381,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, grano pilado",19047,BOLSAS,EEUU
4382,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ARROZ, parbolizado pulido o sin cáscara",132500,SACO(S),BRASIL
4383,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4384,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4385,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"GIRASOL, torta",28000,GRANEL,BOLIVIA
4386,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",78300,PALETAS,SRI LANKA
4387,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.089,SACHETS,EEUU
4388,2026,2,"IÑAPARI, MADRE DE DIOS","Sembradoras, plantadoras y transplantadoras, para siembra directa usadas
",1500,UNIDADES,BRASIL
4389,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132205,SACO(S),COLOMBIA
4390,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),NICARAGUA
4391,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),132500,SACO(S),NICARAGUA
4392,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AVENA, grano trabajado (mondado, perlado, troceado o quebrantado)",105000,SACO(S),CHILE
4393,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con algún proceso de la CRF2",81881,PAQUETES,CHILE
4394,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"PIMIENTO, semilla",62.717,SACHETS,CHILE
4395,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GARBANZO, grano",24000,SACO(S),MEXICO
4396,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",39102,CAJA(S),EEUU
4397,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"GOJI, fruta seca industrial",1000,CAJA(S),CHINA
4398,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MANZANA, fruta fresca",18522,CAJA(S),EEUU
4399,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",13000,CAJA(S),ECUADOR
4400,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",0.294,SACHETS,EEUU
4401,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"SANDIA, semilla",20.01,SACHETS,EEUU
4402,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PINO, madera aserrada con tratamiento de secado al horno o impregnación de sales",21627.31,PAQUETES,EEUU
4403,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",116000,SACO(S),BOLIVIA
4404,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),13000,SACO(S),BOLIVIA
4405,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, harina",173000,SACO(S),BOLIVIA
4406,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),116000,SACO(S),BOLIVIA
4407,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,AZUCAR BLANCA O REFINADA (lectura polarimetrica mayor 99.5°),15000,SACO(S),BOLIVIA
4408,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"AJONJOLI, grano",27000,SACO(S),INDIA
4409,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"COCO, fibra (para sustrato)",51800,PALETAS,INDIA
4410,2026,2,PUESTO DE CONTROL- CEBAF,"PINO, madera aserrada con algún proceso de la CRF2",64000,PIEZAS,ECUADOR
4411,2026,2,"SANTA ROSA, TACNA","MANZANA, fruto fresco",22344,CAJA(S),CHILE
4412,2026,2,OFICINA PUESTO DE CONTROL AEREO -  PROV. CONST. DEL CALLAO,"TOMATE, semilla",0.213,SOBRES,ESPAÑA
4413,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MADERA, puertas y sus marcos, contramarcos y umbrales, con algun proceso de la CRF 2",30723.95,PAQUETES,CHINA
4414,2026,2,PUESTO DE CONTROL- CEBAF,"CAÑA DE GUAYAQUIL, seca al natural",32000,UNIDADES,ECUADOR
4415,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MAIZ, harina",1134,SACO(S),EEUU
4416,2026,2,"SANTA ROSA, TACNA","TRACTOR USADO, con motor de potencia superior a 33 kW pero inferior o igual a 75 kW",12450,UNIDADES,CHINA
4417,2026,2,PUESTO DE CONTROL- CEBAF,"PITAHAYA, fruto fresco",17380,CAJA(S),ECUADOR
4418,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,TURBA,41178,FARDOS,CANADA
4419,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",87000,GRANEL,BOLIVIA
4420,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, grano",112000,GRANEL,BOLIVIA
4421,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",171000,SACO(S),BOLIVIA
4422,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",115500,SACO(S),BOLIVIA
4423,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",114000,SACO(S),BOLIVIA
4424,2026,2,PUESTO DE CONTROL- CEBAF,"CAÑA DE GUAYAQUIL, seca al natural",34000,UNIDADES,ECUADOR
4425,2026,2,PUESTO DE CONTROL- CEBAF,"CAÑA DE GUAYAQUIL, seca al natural",34000,UNIDADES,ECUADOR
4426,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CEBOLLA, triturada o pulverizada",4540,BOLSAS,CHINA
4427,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PORO, deshidratado",1580,BOLSAS,CHINA
4428,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"APIO, en polvo",940,BOLSAS,CHINA
4429,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"CULANTRO, polvo",180,BOLSAS,CHINA
4430,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"TOMATE, polvo",520,BOLSAS,CHINA
4431,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PIMIENTO, seco industrial",1400,BOLSAS,CHINA
4432,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"PAPRIKA,  triturado o pulverizado",500,BOLSAS,CHINA
4433,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"JENGIBRE (=KION), polvo",1940,BOLSAS,CHINA
4434,2026,2,"PUERTO DE PAITA , PIURA","COCO, fibra (para sustrato)",22500,PALETAS,INDIA
4435,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MARCOS, madera",561.6,UNIDADES,EL SALVADOR
4436,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"ESTATUILLAS Y DEMÁS OBJETOS DE ADORNO DE LAS DEMÁS MADERAS, con algún proceso de la CR 2",185.32,UNIDADES,EL SALVADOR
4437,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"BAMBU, artículos de cestería obtenidos directamente en su forma con materia trenzable con algún proceso de la CRF 2",17.2,UNIDADES,EL SALVADOR
4438,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"Articulos de cesteria (canastos, cestos u otros), con algun proceso de la CRF2",124.1,UNIDADES,EL SALVADOR
4439,2026,2,OFICINA PUESTO DE CONTROL MARITIMO - PROV. CONST. DEL CALLAO,"MATERIAS VEGETALES, para tallar trabajadas con algun proceso de la CRF 2",33.2,UNIDADES,EL SALVADOR
4440,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
4441,2026,2,PUESTO DE CONTROL TERRESTRE DESAGUADERO,"SOYA, torta",28000,GRANEL,BOLIVIA
